"id"|"""date"""|"jour"|"saison"|"recettes"|"semainier"|"notes"|"ouverture"|"cloture"|"page_de_gauche"
26865|1738-02-21|Vendredi|"1737-1738"|357|""|""|false|false|
26867|1738-02-23|Dimanche|"1737-1738"|1016|""|""|false|false|
26869|1738-02-26|Mercredi|"1737-1738"|372|""|""|false|false|
26873|1738-03-03|Lundi|"1737-1738"|2381|""|""|false|false|
26875|1738-03-07|Vendredi|"1737-1738"|483|""|""|false|false|
26874|1738-03-05|Mercredi|"1737-1738"|2371|""|""|false|false|
26878|1738-03-10|Lundi|"1737-1738"|1931|""|""|false|false|
26881|1738-03-14|Vendredi|"1737-1738"|409|""|""|false|false|
26885|1738-03-19|Mercredi|"1737-1738"|2297|""|""|false|false|
26300|1736-04-21|Samedi|"1736-1737"|883|""|""|false|false|
26303|1736-04-24|Mardi|"1736-1737"|126|""|""|false|false|
25030|1728-01-29|Jeudi|"1727-1728"|857|Armand|""|false|false|
25056|1728-02-29|Dimanche|"1727-1728"|1302|Fontenay|""|false|false|
26803|1737-12-07|Samedi|"1737-1738"|1936|""|""|false|false|
26798|1737-12-02|Lundi|"1737-1738"|1971|""|""|false|false|
26800|1737-12-04|Mercredi|"1737-1738"|1423|""|""|false|false|
26795|1737-11-29|Vendredi|"1737-1738"|503|""|On a donné hier relâche au Théâtre pour aller à la Cour|false|false|
26806|1737-12-13|Vendredi|"1737-1738"|703|""|""|false|false|
26807|1737-12-14|Samedi|"1737-1738"|891|""|""|false|false|
26804|1737-12-08|Dimanche|"1737-1738"|933|""|""|false|false|
26808|1737-12-15|Dimanche|"1737-1738"|913|""|""|false|false|
26812|1737-12-20|Vendredi|"1737-1738"|286|""|""|false|false|
26816|1737-12-26|Jeudi|"1737-1738"|1007|""|""|false|false|
26817|1737-12-27|Vendredi|"1737-1738"|571|""|""|false|false|
26819|1737-12-29|Dimanche|"1737-1738"|805|""|""|false|false|
26824|1738-01-04|Samedi|"1737-1738"|584|""|""|false|false|
26825|1738-01-05|Dimanche|"1737-1738"|1138|""|""|false|false|
26796|1737-11-30|Samedi|"1737-1738"|2060|""|""|false|false|
26830|1738-01-11|Samedi|"1737-1738"|1356|""|""|false|false|
26834|1738-01-15|Mercredi|"1737-1738"|2042|""|""|false|false|
26835|1738-01-16|Jeudi|"1737-1738"|355|""|""|false|false|
26840|1738-01-21|Mardi|"1737-1738"|440|""|""|false|false|
26842|1738-01-23|Jeudi|"1737-1738"|348|""|""|false|false|
26848|1738-01-30|Jeudi|"1737-1738"|611|""|""|false|false|
26847|1738-01-29|Mercredi|"1737-1738"|1736|""|""|false|false|
26851|1738-02-03|Lundi|"1737-1738"|1302|""|""|false|false|
25038|1728-02-07|Samedi|"1727-1728"|2490|Armand|""|false|false|
26823|1738-01-03|Vendredi|"1737-1738"|645|""|""|false|false|
26787|1737-11-20|Mercredi|"1737-1738"|1461|""|""|false|false|
26791|1737-11-24|Dimanche|"1737-1738"|1427|""|""|false|false|
26827|1738-01-08|Mercredi|"1737-1738"|372|""|""|false|false|
26793|1737-11-26|Mardi|"1737-1738"|165|""|""|false|false|
26776|1737-11-09|Samedi|"1737-1738"|962|""|""|false|false|
26779|1737-11-12|Mardi|"1737-1738"|1367|""|""|false|false|
26781|1737-11-14|Jeudi|"1737-1738"|130|""|""|false|false|
26784|1737-11-17|Dimanche|"1737-1738"|710|""|""|false|false|
25034|1728-02-03|Mardi|"1727-1728"|333|Armand|"""On a donné hier relâche au théâtre à cause de la fête de la Purification"""|false|false|
25048|1728-02-18|Mercredi|"1727-1728"|773|""|"""On a donné hier relâche au théâtre pour aller à la Cour"""|false|false|
26771|1737-11-02|Samedi|"1737-1738"|915|""|""|false|false|
25434|1731-05-11|Vendredi|"1731-1732"|3210|De Montmeny |""|false|false|Distribution
27705|1725-11-05|Lundi|"1725-1726"|1147|Fontenay|""|false|false|
33984|1726-11-11|Lundi|"1726-1727"|662|Dumirail|""|false|false|
42435|1717-01-06|Mercredi|"1716-1717"|3981|Duboccage|On a été joué à l'Opéra.|false|false|
26789|1737-11-22|Vendredi|"1737-1738"|650|""|""|false|false|
24785|1727-04-28|Lundi|"1727-1728"|126|Armand|""|false|false|
44086|1721-02-25|Mardi|"1720-1721"|1499|Du Chemin|"""Hier on donna relâche au Théâtre pour représenter chez le roi Le Grondeur et Crispin médecin."" ""Semainiers, Mrs Quinault Le Grand fils."""|false|false|
25051|1728-02-22|Dimanche|"1727-1728"|628|""|""|false|false|
42158|1716-03-09|Lundi|"1715-1716"|1712|Lavoy|""|false|false|
42175|1716-03-27|Vendredi|"1715-1716"|1873|De Ponteuil|Madame la Duchesse de Berry nous a fait l'honneur de sa présence.|false|false|
25058|1728-03-03|Mercredi|"1727-1728"|1868|""|"""On a donné hier relâche au théâtre pour aller à la Cour"""|false|false|
25060|1728-03-06|Samedi|"1727-1728"|1775|""|""|false|false|
25053|1728-02-25|Mercredi|"1727-1728"|2589|Dumirail|"""On a donné hier relâche au théâtre pour aller représenter à Versailles"""|false|false|
25055|1728-02-28|Samedi|"1727-1728"|2386|Dumirail|""|false|false|
25080|1728-04-08|Jeudi|"1728-1729"|1037|""|""|false|false|
25082|1728-04-10|Samedi|"1728-1729"|1135|""|""|false|false|
25102|1728-04-29|Jeudi|"1728-1729"|149|""|""|false|false|
25107|1728-05-05|Mercredi|"1728-1729"|1949|""|""|false|false|
25065|1728-03-13|Samedi|"1727-1728"|3346|Duchemin |""|false|true|
28855|1738-12-03|Mercredi|"1738-1739"|1670|""|On a donné hier relâche au théâtre|false|false|Distribution
26760|1737-10-16|Mercredi|"1737-1738"|529|""|On a donné hier relâche au théâtre pour aller à Fontainebleau|false|false|
25095|1728-04-23|Vendredi|"1728-1729"|2138|""|""|false|false|
27528|1725-04-20|Vendredi|"1725-1726"|2451|Poisson|"""On a donné hier relâche au théâtre"""|false|false|
25092|1728-04-20|Mardi|"1728-1729"|663|""|""|false|false|
25100|1728-04-27|Mardi|"1728-1729"|105|""|""|false|false|
25097|1728-05-01|Lundi|"1728-1729"|0|""|"""[...] frais journalier 1728 à 29. Du 6 avril 1728 au 31 mars 1729. No 79""."|false|false|
42154|1716-03-05|Jeudi|"1715-1716"|1596|Quinault|""|false|false|
25086|1728-04-14|Mercredi|"1728-1729"|1113|""|"""Continuation du début"" - certainement M. du May dans Iphigénie."|false|false|
25885|1732-11-28|Vendredi|"1732-1733"|325|""|""|false|false|
28650|1735-03-08|Mardi|"1734-1735"|515|""|""|false|false|
25133|1728-06-07|Lundi|"1728-1729"|418|""|"""Semainiers Mrs Lathorillière p. Dangeville p., Armand p."" (p.=payé)"|false|false|
25117|1728-05-17|Lundi|"1728-1729"|1016|""|"""On a donné hier relâche au Théâtre à cause de la fête de la Pentecôte."" "|false|false|
25119|1728-05-20|Jeudi|"1728-1729"|571|Aucune signature|"""On a donné hier relâche au Théâtre."""|false|false|
42500|1717-03-13|Samedi|"1716-1717"|2540|Quinault|""|false|true|
25122|1728-05-24|Lundi|"1728-1729"|794|""|""|false|false|
27651|1725-09-03|Lundi|"1725-1726"|720|Delathorillière le fils, Lavoy|Semainiers: La Thorillière fils pour Lavoy|false|false|
45573|1723-06-01|Mardi|"1723-1724"|128|""|""|false|false|
27543|1725-05-05|Samedi|"1725-1726"|2027|Delathorillière le fils|""|false|false|
33324|1723-09-27|Lundi|"1723-1724"|1604|Poisson, Dangeville & Duboccage|""|false|false|
27725|1725-12-01|Samedi|"1725-1726"|1504|Fontenay|""|false|false|
27769|1726-01-19|Samedi|"1725-1726"|429|Dumirail|""|false|false|
27782|1726-02-01|Vendredi|"1725-1726"|386|Delathorillière le fils|""|false|false|
45584|1743-06-22|Samedi|"1743-1744"|1190|""|"""On a donné avant hier et hier relâche au théâtre"""|false|false|
45581|1738-06-15|Dimanche|"1738-1739"|571|""|""|false|false|
45582|1740-06-24|Vendredi|"1740-1741"|328|""|""|false|false|
45583|1742-05-31|Jeudi|"1742-1743"|1665|Sarrazin|""|false|false|
33801|1726-04-01|Lundi|"1725-1726"|103|Dangeville|""|false|false|
29073|1740-09-28|Mercredi|"1740-1741"|638|""|""|false|false|Distribution
25171|1728-07-21|Mercredi|"1728-1729"|871|""|""|false|false|
25188|1728-08-09|Lundi|"1728-1729"|470|""|"""Semainiers Mrs Poisson payé, Dubreuil payé, Du Chemin fils payé"""|false|false|
25161|1728-07-10|Samedi|"1728-1729"|1436|""|"""On a donné hier relâche au Théâtre."""|false|false|
25179|1728-07-31|Samedi|"1728-1729"|282|""|"""On a donné hier relâche au Théâtre."""|false|false|
42054|1715-11-19|Mardi|"1715-1716"|1404|Duboccage|""|false|false|
42052|1715-11-17|Dimanche|"1715-1716"|2073|Lavoy|""|false|false|
42050|1715-11-15|Vendredi|"1715-1716"|1524|Lavoy|""|false|false|
42048|1715-11-13|Mercredi|"1715-1716"|1014|Quinault|""|false|false|
42047|1715-11-12|Mardi|"1715-1716"|438|Quinault|""|false|false|
42045|1715-11-10|Dimanche|"1715-1716"|1785|Defontenay|""|false|false|
42044|1715-11-09|Samedi|"1715-1716"|696|Lavoy|""|false|false|
42041|1715-11-06|Mercredi|"1715-1716"|1071|De Ponteuil|""|false|false|
42039|1715-11-04|Lundi|"1715-1716"|1311|Defontenay|""|false|false|
42038|1715-11-03|Dimanche|"1715-1716"|732|Lavoy|""|false|false|
42036|1715-10-31|Jeudi|"1715-1716"|1425|De Ponteuil|""|false|false|
42034|1715-10-29|Mardi|"1715-1716"|426|Lavoy|""|false|false|
42033|1715-10-28|Lundi|"1715-1716"|2739|Lavoy|""|false|false|
42031|1715-10-26|Samedi|"1715-1716"|3285|Lavoy|Début de mr Poisson le père|false|false|
42030|1715-10-25|Vendredi|"1715-1716"|666|Lavoy|""|false|false|
42027|1715-10-21|Lundi|"1715-1716"|1032|Lavoy|""|false|false|
42026|1715-10-20|Dimanche|"1715-1716"|698|Guérin|""|false|false|
42024|1715-10-18|Vendredi|"1715-1716"|624|Defontenay|""|false|false|
42022|1715-10-16|Mercredi|"1715-1716"|447|Lavoy|""|false|false|
42021|1715-10-15|Mardi|"1715-1716"|690|Clavareau|""|false|false|
42014|1715-10-08|Mardi|"1715-1716"|630|Clavareau|""|false|false|
42012|1715-10-06|Dimanche|"1715-1716"|1092|Moligny|""|false|false|
42011|1715-10-05|Samedi|"1715-1716"|609|Moligny|""|false|false|
42009|1715-10-03|Jeudi|"1715-1716"|1011|Moligny|""|false|false|
42008|1715-10-02|Mercredi|"1715-1716"|780|Moligny|""|false|false|
42144|1716-02-24|Lundi|"1715-1716"|1037|Duboccage|Semainiers: MM. Du Boccage et Du Mirail|false|false|
42069|1715-12-05|Jeudi|"1715-1716"|666|Guérin|""|false|false|
42128|1716-02-08|Samedi|"1715-1716"|1461|Lavoy|"Erreur du semainier (jour de la semaine): ""Du vendredi 8e jour de février 1716""."|false|false|
42153|1716-03-04|Mercredi|"1715-1716"|130|De Ponteuil|""|false|false|
42152|1716-03-03|Mardi|"1715-1716"|336|Poisson|""|false|false|
42150|1716-03-01|Dimanche|"1715-1716"|551|Duboccage|""|false|false|
42147|1716-02-27|Jeudi|"1715-1716"|354|Duboccage|""|false|false|
42146|1716-02-26|Mercredi|"1715-1716"|426|Duboccage|""|false|false|
42143|1716-02-23|Dimanche|"1715-1716"|1400|Quinault|""|false|false|
42141|1716-02-21|Vendredi|"1715-1716"|684|Lavoy|""|false|false|
42139|1716-02-19|Mercredi|"1715-1716"|1374|Quinault|""|false|false|
42138|1716-02-18|Mardi|"1715-1716"|1062|Quinault|""|false|false|
42136|1716-02-16|Dimanche|"1715-1716"|1347|Defontenay|""|false|false|
42134|1716-02-14|Vendredi|"1715-1716"|994|Defontenay|""|false|false|
42133|1716-02-13|Jeudi|"1715-1716"|983|Lavoy|""|false|false|
42131|1716-02-11|Mardi|"1715-1716"|694|Defontenay|""|false|false|
42129|1716-02-09|Dimanche|"1715-1716"|1356|Duboccage|""|false|false|
42126|1716-02-06|Jeudi|"1715-1716"|186|Lavoy|""|false|false|
42124|1716-02-04|Mardi|"1715-1716"|249|Lavoy|""|false|false|
42122|1716-02-01|Samedi|"1715-1716"|1356|Lavoy|""|false|false|
42120|1716-01-30|Jeudi|"1715-1716"|510|Lavoy|""|false|false|
42119|1716-01-29|Mercredi|"1715-1716"|636|Dangeville|""|false|false|
42110|1716-01-18|Samedi|"1715-1716"|582|Lavoy|""|false|false|
42109|1716-01-17|Vendredi|"1715-1716"|312|Lavoy|""|false|false|
42107|1716-01-15|Mercredi|"1715-1716"|633|Lavoy|""|false|false|
42105|1716-01-13|Lundi|"1715-1716"|531|Poisson fils|""|false|false|
42102|1716-01-10|Vendredi|"1715-1716"|609|Duboccage|""|false|false|
42100|1716-01-08|Mercredi|"1715-1716"|657|Duboccage|""|false|false|
42098|1716-01-06|Lundi|"1715-1716"|1869|Duboccage|""|false|false|
42097|1716-01-05|Dimanche|"1715-1716"|1032|Lavoy|""|false|false|
42095|1716-01-03|Vendredi|"1715-1716"|1047|Du Mirail|""|false|false|
42094|1716-01-02|Jeudi|"1715-1716"|1374|Lavoy|""|false|false|
42092|1715-12-31|Mardi|"1715-1716"|2205|Lavoy|""|false|false|
42090|1715-12-29|Dimanche|"1715-1716"|1281|De Ponteuil|""|false|false|
42089|1715-12-28|Samedi|"1715-1716"|1071|Defontenay|""|false|false|
42088|1715-12-27|Vendredi|"1715-1716"|1134|Legrand|""|false|false|
42085|1715-12-22|Dimanche|"1715-1716"|861|Lavoy|""|false|false|
42084|1715-12-21|Samedi|"1715-1716"|1392|De Beaubour & Lavoy|""|false|false|
42082|1715-12-19|Jeudi|"1715-1716"|789|De Beaubour & Lavoy|""|false|false|
42080|1715-12-17|Mardi|"1715-1716"|744|Lavoy|""|false|false|
42079|1715-12-16|Lundi|"1715-1716"|879|Lavoy & De Beaubour|""|false|false|
42077|1715-12-14|Samedi|"1715-1716"|1143|Dangeville|""|false|false|
42075|1715-12-12|Jeudi|"1715-1716"|894|Dangeville|""|false|false|
42074|1715-12-11|Mercredi|"1715-1716"|1035|Dangeville|""|false|false|
42072|1715-12-08|Dimanche|"1715-1716"|2415|De la Thorillière|""|false|false|
42070|1715-12-06|Vendredi|"1715-1716"|2440|Du Mirail|""|false|false|
42067|1715-12-03|Mardi|"1715-1716"|723|Du Mirail|""|false|false|
42066|1715-12-02|Lundi|"1715-1716"|1164|De Mirail|""|false|false|
42064|1715-11-30|Samedi|"1715-1716"|2265|Lavoy|""|false|false|
42061|1715-11-26|Mardi|"1715-1716"|1755|De Ponteuil|""|false|false|
42060|1715-11-25|Lundi|"1715-1716"|726|De Ponteuil|""|false|false|
42058|1715-11-23|Samedi|"1715-1716"|996|Duboccage|""|false|false|
42056|1715-11-21|Jeudi|"1715-1716"|1002|Duboccage|""|false|false|
42167|1716-03-18|Mercredi|"1715-1716"|75|Dangeville|""|false|false|
42179|1716-03-31|Mardi|"1715-1716"|1276|Lavoy|"""Clôture du théâtre"""|false|true|
42177|1716-03-29|Dimanche|"1715-1716"|1690|De Ponteuil|""|false|false|
42173|1716-03-24|Mardi|"1715-1716"|87|Lavoy|""|false|false|
42170|1716-03-21|Samedi|"1715-1716"|2723|Defontenay|""|false|false|
42169|1716-03-20|Vendredi|"1715-1716"|230|Quinault|""|false|false|
42165|1716-03-16|Lundi|"1715-1716"|182|Lavoy|""|false|false|
42164|1716-03-15|Dimanche|"1715-1716"|2814|De Ponteuil|""|false|false|
42162|1716-03-13|Vendredi|"1715-1716"|2847|""|Madame, Duchesse de Berry nous a honoré de sa présence.|false|false|
42160|1716-03-11|Mercredi|"1715-1716"|2232|Lavoy|""|false|false|
42159|1716-03-10|Mardi|"1715-1716"|514|Lavoy|""|false|false|
42156|1716-03-07|Samedi|"1715-1716"|1995|De Ponteuil|""|false|false|
42244|1716-06-19|Vendredi|"1716-1717"|282|Lavoy|""|false|false|
42210|1716-05-13|Mercredi|"1716-1717"|512|De Ponteuil|""|false|false|
42205|1716-05-08|Vendredi|"1716-1717"|867|Duboccage|""|false|false|
42200|1716-05-03|Dimanche|"1716-1717"|524|Lavoy|""|false|false|
42191|1716-04-24|Vendredi|"1716-1717"|188|Defontenay|""|false|false|
42187|1716-04-20|Lundi|"1716-1717"|597|Lavoy|Ouverture du Théâtre|true|false|
42247|1716-06-22|Lundi|"1716-1717"|352|Duboccage|""|false|false|
42245|1716-06-20|Samedi|"1716-1717"|441|Lavoy|""|false|false|
42243|1716-06-18|Jeudi|"1716-1717"|703|Lavoy|""|false|false|
42241|1716-06-16|Mardi|"1716-1717"|168|Lavoy|""|false|false|
42239|1716-06-14|Dimanche|"1716-1717"|621|Defontenay|""|false|false|
42238|1716-06-13|Samedi|"1716-1717"|400|Defontenay|""|false|false|
42235|1716-06-09|Mardi|"1716-1717"|409|Legrand|""|false|false|
42234|1716-06-08|Lundi|"1716-1717"|392|Defontenay|""|false|false|
42232|1716-06-06|Samedi|"1716-1717"|98|Lavoy|""|false|false|
42231|1716-06-05|Vendredi|"1716-1717"|133|Lavoy|""|false|false|
42229|1716-06-03|Mercredi|"1716-1717"|372|Lavoy|""|false|false|
42227|1716-06-01|Lundi|"1716-1717"|320|Lavoy|Le dimanche 31 mai on donna relâche au théâtre à cause de la fête de la Pentecôte.|false|false|
42225|1716-05-29|Vendredi|"1716-1717"|335|Lavoy|""|false|false|
42223|1716-05-27|Mercredi|"1716-1717"|630|Lavoy|""|false|false|
42222|1716-05-26|Mardi|"1716-1717"|563|Lavoy|""|false|false|
42220|1716-05-24|Dimanche|"1716-1717"|584|Lavoy|""|false|false|
42218|1716-05-22|Vendredi|"1716-1717"|829|Lavoy|Hier Jeudi 21, on donna relâche au théâtre à cause de la fête de l'Ascension.|false|false|
42216|1716-05-19|Mardi|"1716-1717"|779|Lavoy|""|false|false|
42215|1716-05-18|Lundi|"1716-1717"|276|Lavoy|""|false|false|
42212|1716-05-15|Vendredi|"1716-1717"|586|Lavoy|""|false|false|
42209|1716-05-12|Mardi|"1716-1717"|575|Lavoy|""|false|false|
42207|1716-05-10|Dimanche|"1716-1717"|1334|Duboccage|""|false|false|
42204|1716-05-07|Jeudi|"1716-1717"|536|Duboccage|""|false|false|
42202|1716-05-05|Mardi|"1716-1717"|313|Duboccage|""|false|false|
42199|1716-05-02|Samedi|"1716-1717"|1816|Lavoy|""|false|false|
42198|1716-05-01|Vendredi|"1716-1717"|685|Lavoy|""|false|false|
42194|1716-04-27|Lundi|"1716-1717"|372|Quinault|""|false|false|
42192|1716-04-25|Samedi|"1716-1717"|417|Defontenay|""|false|false|
42190|1716-04-23|Jeudi|"1716-1717"|670|Lavoy|""|false|false|
42294|1716-08-09|Dimanche|"1716-1717"|611|Defontenay|""|false|false|
42338|1716-09-25|Vendredi|"1716-1717"|181|Du Mirail|""|false|false|
42336|1716-09-23|Mercredi|"1716-1717"|401|Dufresne|""|false|false|
42335|1716-09-22|Mardi|"1716-1717"|774|Quinault|""|false|false|
42334|1716-09-21|Lundi|"1716-1717"|1210|Dufresne|""|false|false|
42332|1716-09-19|Samedi|"1716-1717"|1422|Defontenay|""|false|false|
42330|1716-09-17|Jeudi|"1716-1717"|268|Lavoy|""|false|false|
42328|1716-09-15|Mardi|"1716-1717"|739|Lavoy & Legrand|""|false|false|
42327|1716-09-14|Lundi|"1716-1717"|249|De Mirail|""|false|false|
42324|1716-09-11|Vendredi|"1716-1717"|876|Lavoy|""|false|false|
42323|1716-09-10|Jeudi|"1716-1717"|91|Lavoy|""|false|false|
42321|1716-09-07|Lundi|"1716-1717"|376|Lavoy|""|false|false|
42319|1716-09-05|Samedi|"1716-1717"|1260|Lavoy|""|false|false|
42318|1716-09-04|Vendredi|"1716-1717"|256|Lavoy|""|false|false|
42317|1716-09-03|Jeudi|"1716-1717"|2408|Dangeville|Début de Mlle Gautier|false|false|
42315|1716-08-31|Lundi|"1716-1717"|276|De Mirail|""|false|false|
42313|1716-08-29|Samedi|"1716-1717"|568|Lavoy|""|false|false|
42311|1716-08-27|Jeudi|"1716-1717"|298|Lavoy|""|false|false|
42309|1716-08-25|Mardi|"1716-1717"|581|Lavoy|""|false|false|
42307|1716-08-23|Dimanche|"1716-1717"|888|Quinault|""|false|false|
42306|1716-08-22|Samedi|"1716-1717"|536|De Ponteuil|""|false|false|
42305|1716-08-21|Vendredi|"1716-1717"|533|Lavoy|""|false|false|
42303|1716-08-19|Mercredi|"1716-1717"|761|Lavoy|""|false|false|
42301|1716-08-17|Lundi|"1716-1717"|544|Lavoy|""|false|false|
42299|1716-08-14|Vendredi|"1716-1717"|639|Duboccage|""|false|false|
42297|1716-08-12|Mercredi|"1716-1717"|277|Duboccage|""|false|false|
42295|1716-08-10|Lundi|"1716-1717"|322|Duboccage|""|false|false|
42293|1716-08-08|Samedi|"1716-1717"|52|Defontenay|""|false|false|
42290|1716-08-05|Mercredi|"1716-1717"|164|Poisson|""|false|false|
42289|1716-08-04|Mardi|"1716-1717"|452|Lavoy|""|false|false|
42287|1716-08-02|Dimanche|"1716-1717"|290|Defontenay|""|false|false|
42285|1716-07-31|Vendredi|"1716-1717"|293|Defontenay|""|false|false|
42284|1716-07-30|Jeudi|"1716-1717"|442|Defontenay|""|false|false|
42281|1716-07-26|Dimanche|"1716-1717"|439|Lavoy|""|false|false|
42280|1716-07-25|Samedi|"1716-1717"|484|Lavoy|""|false|false|
42278|1716-07-23|Jeudi|"1716-1717"|455|Lavoy|""|false|false|
42276|1716-07-21|Mardi|"1716-1717"|139|Lavoy|""|false|false|
42275|1716-07-20|Lundi|"1716-1717"|74|Lavoy|""|false|false|
42273|1716-07-18|Samedi|"1716-1717"|304|Lavoy|""|false|false|
42272|1716-07-17|Vendredi|"1716-1717"|402|Dangeville|""|false|false|
42270|1716-07-15|Mercredi|"1716-1717"|264|Defontenay|""|false|false|
42268|1716-07-13|Lundi|"1716-1717"|591|Quinault|""|false|false|
42267|1716-07-12|Dimanche|"1716-1717"|585|Lavoy|""|false|false|
42265|1716-07-10|Vendredi|"1716-1717"|223|Defontenay|""|false|false|
42263|1716-07-08|Mercredi|"1716-1717"|212|Lavoy|""|false|false|
42262|1716-07-07|Mardi|"1716-1717"|1184|Lavoy|""|false|false|
42259|1716-07-04|Samedi|"1716-1717"|351|Poisson|""|false|false|
42258|1716-07-03|Vendredi|"1716-1717"|541|Lavoy|""|false|false|
42256|1716-07-01|Mercredi|"1716-1717"|160|Legrand|""|false|false|
42254|1716-06-29|Lundi|"1716-1717"|263|Defontenay|""|false|false|
42253|1716-06-28|Dimanche|"1716-1717"|244|Dangeville|""|false|false|
42252|1716-06-27|Samedi|"1716-1717"|227|Duboccage|""|false|false|
42249|1716-06-24|Mercredi|"1716-1717"|849|Duboccage|""|false|false|
42363|1716-10-23|Vendredi|"1716-1717"|958|Duboccage|""|false|false|
42350|1716-10-07|Mercredi|"1716-1717"|375|Poisson|""|false|false|
42426|1716-12-28|Lundi|"1716-1717"|824|Duboccage|""|false|false|
42422|1716-12-23|Mercredi|"1716-1717"|224|Lavoy|""|false|false|
42420|1716-12-21|Lundi|"1716-1717"|664|Legrand|""|false|false|
42425|1716-12-27|Dimanche|"1716-1717"|624|Legrand|""|false|false|
42419|1716-12-20|Dimanche|"1716-1717"|614|Lavoy|""|false|false|
42417|1716-12-18|Vendredi|"1716-1717"|167|Lavoy|""|false|false|
42415|1716-12-16|Mercredi|"1716-1717"|540|Lavoy|""|false|false|
42414|1716-12-15|Mardi|"1716-1717"|405|Lavoy|""|false|false|
42412|1716-12-13|Dimanche|"1716-1717"|1044|Duboccage|""|false|false|
42411|1716-12-12|Samedi|"1716-1717"|901|Dangeville|""|false|false|
42410|1716-12-11|Vendredi|"1716-1717"|610|Dangeville|""|false|false|
42406|1716-12-06|Dimanche|"1716-1717"|1565|Quinault|""|false|false|
42404|1716-12-04|Vendredi|"1716-1717"|1032|Duboccage|""|false|false|
42403|1716-12-03|Jeudi|"1716-1717"|217|Duboccage|""|false|false|
42402|1716-12-02|Mercredi|"1716-1717"|710|Duboccage|""|false|false|
42399|1716-11-29|Dimanche|"1716-1717"|976|De Ponteuil|""|false|false|
42398|1716-11-28|Samedi|"1716-1717"|951|Delathorillière|""|false|false|
42396|1716-11-26|Jeudi|"1716-1717"|544|De Ponteuil|""|false|false|
42394|1716-11-24|Mardi|"1716-1717"|223|Duboccage|""|false|false|
42393|1716-11-23|Lundi|"1716-1717"|679|Duboccage|""|false|false|
42391|1716-11-21|Samedi|"1716-1717"|395|Duboccage|""|false|false|
42389|1716-11-19|Jeudi|"1716-1717"|380|Duboccage|""|false|false|
42388|1716-11-18|Mercredi|"1716-1717"|503|Duboccage|""|false|false|
42385|1716-11-15|Dimanche|"1716-1717"|894|Dufresne|""|false|false|
42383|1716-11-13|Vendredi|"1716-1717"|350|Dufresne|""|false|false|
42382|1716-11-12|Jeudi|"1716-1717"|901|De Ponteuil|""|false|false|
42379|1716-11-09|Lundi|"1716-1717"|289|Du Mirail|""|false|false|
42377|1716-11-07|Samedi|"1716-1717"|868|Legrand|""|false|false|
42380|1716-11-10|Mardi|"1716-1717"|729|Quinault|""|false|false|
42375|1716-11-05|Jeudi|"1716-1717"|390|Legrand|""|false|false|
42374|1716-11-04|Mercredi|"1716-1717"|202|Defontenay|""|false|false|
42373|1716-11-03|Mardi|"1716-1717"|626|Defontenay|""|false|false|
42368|1716-10-28|Mercredi|"1716-1717"|1638|De Beaubour|""|false|false|
42366|1716-10-26|Lundi|"1716-1717"|521|Duboccage|""|false|false|
42364|1716-10-24|Samedi|"1716-1717"|207|Duboccage|""|false|false|
33802|1726-04-03|Mercredi|"1725-1726"|1442|Armand|"""On donna hier relâche au théâtre à cause du voyage de Versailles"""|false|false|
42361|1716-10-18|Dimanche|"1716-1717"|2070|De Beaubour & Delathoillière|""|false|false|
42359|1716-10-16|Vendredi|"1716-1717"|339|Duboccage|""|false|false|
42357|1716-10-14|Mercredi|"1716-1717"|876|Guérin|""|false|false|
42356|1716-10-13|Mardi|"1716-1717"|447|Guérin|""|false|false|
42355|1716-10-12|Lundi|"1716-1717"|669|Delathorillière & Du Mirail|""|false|false|
42352|1716-10-09|Vendredi|"1716-1717"|909|Defontenay & De Ponteuil|""|false|false|
42349|1716-10-06|Mardi|"1716-1717"|1317|Poisson|""|false|false|
42345|1716-10-02|Vendredi|"1716-1717"|1159|Duboccage|""|false|false|
42344|1716-10-01|Jeudi|"1716-1717"|436|Duboccage|""|false|false|
42342|1716-09-29|Mardi|"1716-1717"|914|Duboccage|""|false|false|
42341|1716-09-28|Lundi|"1716-1717"|1229|Duboccage|""|false|false|
42519|1717-04-19|Lundi|"1717-1718"|469|Defontenay|Semaniers, Mrs Legrand, Defontenay|false|false|
42497|1717-03-10|Mercredi|"1716-1717"|265|Lavoy|""|false|false|
42496|1717-03-09|Mardi|"1716-1717"|564|Lavoy|""|false|false|
42494|1717-03-07|Dimanche|"1716-1717"|1610|De Ponteuil|""|false|false|
42492|1717-03-05|Vendredi|"1716-1717"|855|De Ponteuil|""|false|false|
42490|1717-03-03|Mercredi|"1716-1717"|913|Duboccage|On a été représenté sur le théâtre du Palais Royal.|false|false|
42488|1717-03-01|Lundi|"1716-1717"|594|Legrand|""|false|false|
42486|1717-02-27|Samedi|"1716-1717"|871|Duboccage|""|false|false|
42484|1717-02-25|Jeudi|"1716-1717"|1237|Duboccage|""|false|false|
42485|1717-02-26|Vendredi|"1716-1717"|516|Duboccage|""|false|false|
42481|1717-02-22|Lundi|"1716-1717"|794|Duboccage|""|false|false|
42480|1717-02-21|Dimanche|"1716-1717"|1009|De Ponteuil|""|false|false|
42478|1717-02-19|Vendredi|"1716-1717"|155|Du Mirail|""|false|false|
42475|1717-02-16|Mardi|"1716-1717"|1057|Lavoy|""|false|false|
