"id_registre"|"id_place"|"description"|"loge"|"billets_vendus"|"prix_par_billet"|"recettes"
29481|86|Billet à|false|98|3|294
29481|85|Billet à|false|302|6|1812
29481|84|Loge haute|true|8|30|240
29481|83|Loge basse|true|12|48|576
29481|88|Billet à|false|505|1|505
29481|87|Billet à|false|61|2|122
29482|87|Billet à|false|21|2|42
29482|88|Billet à|false|343|1|343
29482|85|Billet à|false|109|6|654
29482|83|Loge basse|true|7|48|336
29482|86|Billet à|false|52|3|156
29483|87|Billet à|false|3|201|204
29483|88|Billet à|false|84|1|84
29483|85|Billet à|false|6|4|24
29483|86|Billet à|false|13|2|26
29484|86|Billet à|false|51|3|153
29484|88|Billet à|false|282|1|282
29484|85|Billet à|false|70|6|420
29484|87|Billet à|false|9|2|18
29485|86|Billet à|false|102|2|204
29485|87|Billet à|false|37|201|255
29485|88|Billet à|false|361|1|361
29485|85|Billet à|false|26|4|104
29486|85|Billet à|false|27|6|162
29486|88|Billet à|false|106|1|106
29486|87|Billet à|false|5|2|10
29486|86|Billet à|false|30|3|90
29487|85|Billet à|false|44|6|264
29487|88|Billet à|false|152|1|152
29487|87|Billet à|false|18|2|36
29487|86|Billet à|false|52|3|156
29488|85|Billet à|false|68|4|272
29488|88|Billet à|false|199|1|199
29488|87|Billet à|false|10|201|15
29488|86|Billet à|false|98|2|196
29488|83|Loge basse|true|3|32|96
29489|87|Billet à|false|31|2|62
29489|88|Billet à|false|335|1|335
29489|85|Billet à|false|12|6|72
29489|86|Billet à|false|48|3|144
29490|88|Billet à|false|194|1|194
29490|85|Billet à|false|83|4|332
29490|86|Billet à|false|68|2|136
29490|87|Billet à|false|17|201|225
29491|87|Billet à|false|110|2|220
29491|88|Billet à|false|472|1|472
29491|83|Loge basse|true|11|48|528
29491|84|Loge haute|true|6|30|180
29491|85|Billet à|false|352|6|2112
29491|86|Billet à|false|112|3|336
29492|87|Billet à|false|7|201|210
29492|86|Billet à|false|24|2|48
29492|85|Billet à|false|4|4|16
29492|88|Billet à|false|40|1|40
29493|86|Billet à|false|23|2|46
29493|88|Billet à|false|47|1|47
29493|85|Billet à|false|6|4|24
29493|87|Billet à|false|5|201|207
29494|86|Billet à|false|98|3|294
29494|83|Loge basse|true|16|48|768
29494|88|Billet à|false|514|1|514
29494|87|Billet à|false|117|2|234
29494|85|Billet à|false|400|6|2400
29494|84|Loge haute|true|7|30|210
29495|87|Billet à|false|34|201|51
29495|86|Billet à|false|186|2|372
29495|85|Billet à|false|25|4|100
29495|88|Billet à|false|331|1|331
29496|85|Billet à|false|223|6|1338
29496|86|Billet à|false|88|3|264
29496|88|Billet à|false|511|1|511
29496|84|Loge haute|true|10|30|300
29496|83|Loge basse|true|10|48|480
29496|87|Billet à|false|141|2|282
29497|85|Billet à|false|32|4|128
29497|86|Billet à|false|61|2|122
29497|87|Billet à|false|39|201|258
29497|88|Billet à|false|241|1|241
29498|85|Billet à|false|176|6|1056
29498|88|Billet à|false|506|1|506
29498|87|Billet à|false|104|2|208
29498|86|Billet à|false|128|3|384
29498|84|Loge haute|true|6|30|180
29498|83|Loge basse|true|11|48|528
29499|86|Billet à|false|11|2|22
29499|85|Billet à|false|8|4|32
29499|88|Billet à|false|56|1|56
29500|86|Billet à|false|95|3|285
29500|87|Billet à|false|107|2|214
29500|88|Billet à|false|510|1|510
29500|85|Billet à|false|309|6|1854
29500|83|Loge basse|true|15|48|720
29500|84|Loge haute|true|9|30|270
29501|87|Billet à|false|9|201|213
29501|85|Billet à|false|28|4|112
29501|88|Billet à|false|349|1|349
29501|86|Billet à|false|45|2|90
29502|88|Billet à|false|558|1|558
29502|84|Loge haute|true|2|30|60
29502|85|Billet à|false|110|6|660
29502|86|Billet à|false|136|3|408
29502|87|Billet à|false|67|2|134
29502|83|Loge basse|true|7|48|336
29503|88|Billet à|false|525|1|525
29503|86|Billet à|false|115|3|345
29503|87|Billet à|false|82|2|164
29503|85|Billet à|false|185|6|1110
29503|84|Loge haute|true|6|30|180
29503|83|Loge basse|true|11|48|528
29504|86|Billet à|false|1|2|2
29504|85|Billet à|false|11|4|44
29504|88|Billet à|false|65|1|65
29504|87|Billet à|false|5|201|207
29505|86|Billet à|false|144|3|432
29505|85|Billet à|false|180|6|1080
29505|88|Billet à|false|540|1|540
29505|83|Loge basse|true|15|48|720
29505|87|Billet à|false|98|2|196
29505|84|Loge haute|true|4|30|120
29506|85|Billet à|false|24|4|96
29506|86|Billet à|false|57|2|114
29506|87|Billet à|false|11|201|216
29506|88|Billet à|false|278|1|278
29507|83|Loge basse|true|5|48|240
29507|87|Billet à|false|43|2|86
29507|86|Billet à|false|124|3|372
29507|84|Loge haute|true|1|30|30
29507|88|Billet à|false|466|1|466
29507|85|Billet à|false|134|6|804
29508|85|Billet à|false|146|6|876
29508|86|Billet à|false|144|3|432
29508|87|Billet à|false|58|2|116
29508|88|Billet à|false|509|1|509
29508|83|Loge basse|true|8|48|384
29508|84|Loge haute|true|2|30|60
29509|86|Billet à|false|10|2|20
29509|85|Billet à|false|8|4|32
29509|88|Billet à|false|51|1|51
29510|87|Billet à|false|19|201|228
29510|88|Billet à|false|360|1|360
29510|83|Loge basse|true|5|32|160
29510|85|Billet à|false|139|4|556
29510|84|Loge haute|true|1|20|20
29510|86|Billet à|false|129|2|258
29511|86|Billet à|false|38|2|76
29511|88|Billet à|false|257|1|257
29511|85|Billet à|false|20|4|80
29511|87|Billet à|false|30|201|45
29512|86|Billet à|false|62|2|124
29512|85|Billet à|false|57|4|228
29512|88|Billet à|false|251|1|251
29512|87|Billet à|false|1|201|201
29513|86|Billet à|false|68|2|136
29513|87|Billet à|false|10|201|15
29513|88|Billet à|false|174|1|174
29513|83|Loge basse|true|1|32|32
29513|85|Billet à|false|74|4|296
29514|86|Billet à|false|8|2|16
29514|87|Billet à|false|4|201|6
29514|88|Billet à|false|127|1|127
29514|85|Billet à|false|26|4|104
29515|84|Loge haute|true|5|30|150
29515|88|Billet à|false|501|1|501
29515|83|Loge basse|true|11|48|528
29515|87|Billet à|false|122|2|244
29515|86|Billet à|false|128|3|384
29515|85|Billet à|false|280|6|1680
29516|84|Loge haute|true|1|30|30
29516|86|Billet à|false|211|3|633
29516|87|Billet à|false|105|2|210
29516|88|Billet à|false|503|1|503
29516|83|Loge basse|true|2|48|96
29516|85|Billet à|false|97|6|582
29517|86|Billet à|false|134|3|402
29517|83|Loge basse|true|13|48|624
29517|84|Loge haute|true|5|30|150
29517|85|Billet à|false|358|6|2148
29517|87|Billet à|false|104|2|208
29517|88|Billet à|false|512|1|512
29518|85|Billet à|false|337|6|2022
29518|86|Billet à|false|73|3|219
29518|88|Billet à|false|558|1|558
29518|87|Billet à|false|116|2|232
29518|83|Loge basse|true|12|48|576
29518|84|Loge haute|true|11|30|330
29546|85|Billet à|false|194|6|1164
29546|86|Billet à|false|121|3|363
29546|87|Billet à|false|57|2|114
29546|88|Billet à|false|503|1|503
29546|84|Loge haute|true|1|30|30
29546|83|Loge basse|true|3|48|144
29547|88|Billet à|false|60|1|60
29547|86|Billet à|false|9|2|18
29547|85|Billet à|false|14|4|56
29547|87|Billet à|false|1|201|201
29548|86|Billet à|false|141|3|423
29548|85|Billet à|false|144|6|864
29548|83|Loge basse|true|6|48|288
29548|88|Billet à|false|406|1|406
29548|87|Billet à|false|26|2|52
29549|86|Billet à|false|22|2|44
29549|88|Billet à|false|83|1|83
29549|85|Billet à|false|17|4|68
29549|87|Billet à|false|7|201|210
29550|85|Billet à|false|226|4|904
29550|87|Billet à|false|43|201|264
29550|88|Billet à|false|497|1|497
29550|86|Billet à|false|162|2|324
29550|83|Loge basse|true|7|32|224
29552|85|Billet à|false|22|4|88
29552|88|Billet à|false|184|1|184
29552|87|Billet à|false|15|201|222
29552|86|Billet à|false|65|2|130
29553|85|Billet à|false|118|4|472
29553|83|Loge basse|true|4|32|128
29553|86|Billet à|false|53|2|106
29553|87|Billet à|false|9|201|213
29553|88|Billet à|false|307|1|307
29554|88|Billet à|false|81|1|81
29554|85|Billet à|false|14|4|56
29554|86|Billet à|false|13|2|26
29555|87|Billet à|false|58|201|87
29555|88|Billet à|false|503|1|503
29555|86|Billet à|false|246|2|492
29555|85|Billet à|false|214|4|856
29555|83|Loge basse|true|3|32|96
29556|85|Billet à|false|26|4|104
29556|86|Billet à|false|23|2|46
29556|87|Billet à|false|10|201|15
29556|88|Billet à|false|145|1|145
29557|84|Loge haute|true|1|20|20
29557|83|Loge basse|true|5|32|160
29557|88|Billet à|false|339|1|339
29557|87|Billet à|false|20|201|30
29557|86|Billet à|false|133|2|266
29557|85|Billet à|false|167|4|668
29558|85|Billet à|false|35|4|140
29558|88|Billet à|false|242|1|242
29558|87|Billet à|false|11|201|216
29558|86|Billet à|false|42|2|84
29559|83|Loge basse|true|2|32|64
29559|85|Billet à|false|179|4|716
29559|86|Billet à|false|159|2|318
29559|87|Billet à|false|30|201|45
29559|88|Billet à|false|509|1|509
29560|85|Billet à|false|11|4|44
29560|88|Billet à|false|83|1|83
29560|87|Billet à|false|2|201|3
29560|86|Billet à|false|14|2|28
29561|85|Billet à|false|169|4|676
29561|88|Billet à|false|316|1|316
29561|87|Billet à|false|20|201|30
29561|86|Billet à|false|82|2|164
29561|83|Loge basse|true|2|32|64
29562|88|Billet à|false|261|1|261
29562|87|Billet à|false|5|201|207
29562|86|Billet à|false|65|2|130
29562|85|Billet à|false|65|4|260
29563|84|Loge haute|true|1|20|20
29563|88|Billet à|false|371|1|371
29563|83|Loge basse|true|2|32|64
29563|87|Billet à|false|32|201|48
29563|86|Billet à|false|140|2|280
29563|85|Billet à|false|139|4|556
29564|85|Billet à|false|49|4|196
29564|88|Billet à|false|255|1|255
29564|87|Billet à|false|7|201|210
29564|83|Loge basse|true|1|32|32
29564|84|Loge haute|true|2|20|40
29564|86|Billet à|false|97|2|194
29565|86|Billet à|false|80|2|160
29565|85|Billet à|false|137|4|548
29565|87|Billet à|false|21|201|231
29565|88|Billet à|false|238|1|238
29565|83|Loge basse|true|4|32|128
29566|88|Billet à|false|133|1|133
29566|87|Billet à|false|10|201|15
29566|85|Billet à|false|12|4|48
29566|86|Billet à|false|29|2|58
29567|87|Billet à|false|12|201|18
29567|88|Billet à|false|264|1|264
29567|83|Loge basse|true|1|32|32
29567|85|Billet à|false|163|4|652
29567|86|Billet à|false|83|2|166
29568|87|Billet à|false|4|201|6
29568|88|Billet à|false|112|1|112
29568|86|Billet à|false|17|2|34
29568|85|Billet à|false|25|4|100
29569|88|Billet à|false|260|1|260
29569|86|Billet à|false|119|2|238
29569|85|Billet à|false|139|4|556
29569|87|Billet à|false|21|201|231
29569|83|Loge basse|true|5|32|160
29570|87|Billet à|false|15|201|222
29570|88|Billet à|false|152|1|152
29570|85|Billet à|false|10|4|40
29570|86|Billet à|false|41|2|82
29571|87|Billet à|false|4|201|6
29571|88|Billet à|false|187|1|187
29571|83|Loge basse|true|2|32|64
29571|85|Billet à|false|63|4|252
29571|86|Billet à|false|39|2|78
29572|86|Billet à|false|6|2|12
29572|85|Billet à|false|3|4|12
29572|88|Billet à|false|15|1|15
29572|87|Billet à|false|6|201|9
29573|88|Billet à|false|272|1|272
29573|87|Billet à|false|9|201|213
29573|85|Billet à|false|101|4|404
29573|86|Billet à|false|48|2|96
29573|83|Loge basse|true|4|32|128
29574|85|Billet à|false|160|4|640
29574|83|Loge basse|true|1|32|32
29574|86|Billet à|false|72|2|144
29574|87|Billet à|false|15|201|222
29574|88|Billet à|false|264|1|264
29575|85|Billet à|false|11|4|44
29575|86|Billet à|false|47|2|94
29575|87|Billet à|false|10|201|15
29575|88|Billet à|false|90|1|90
29576|88|Billet à|false|193|1|193
29576|87|Billet à|false|8|201|12
29576|86|Billet à|false|75|2|150
29576|85|Billet à|false|104|4|416
29576|83|Loge basse|true|1|32|32
29577|85|Billet à|false|4|4|16
29577|87|Billet à|false|4|201|6
29577|88|Billet à|false|40|1|40
29577|86|Billet à|false|9|2|18
29578|88|Billet à|false|147|1|147
29578|85|Billet à|false|56|4|224
29578|86|Billet à|false|61|2|122
29578|87|Billet à|false|7|201|210
29579|88|Billet à|false|78|1|78
29579|86|Billet à|false|21|2|42
29579|87|Billet à|false|6|201|9
29579|85|Billet à|false|10|4|40
29580|86|Billet à|false|66|2|132
29580|85|Billet à|false|102|4|408
29580|88|Billet à|false|307|1|307
29580|87|Billet à|false|13|201|219
29581|87|Billet à|false|16|201|24
29581|86|Billet à|false|149|2|298
29581|85|Billet à|false|61|4|244
29581|88|Billet à|false|333|1|333
29582|88|Billet à|false|145|1|145
29582|87|Billet à|false|7|201|210
29582|86|Billet à|false|34|2|68
29582|85|Billet à|false|4|4|16
29583|85|Billet à|false|74|4|296
29583|86|Billet à|false|46|2|92
29583|87|Billet à|false|14|201|21
29583|88|Billet à|false|231|1|231
29584|86|Billet à|false|40|2|80
29584|88|Billet à|false|188|1|188
29584|87|Billet à|false|9|201|213
29584|85|Billet à|false|27|4|108
29585|85|Billet à|false|159|4|636
29585|88|Billet à|false|436|1|436
29585|87|Billet à|false|29|201|243
29585|83|Loge basse|true|2|32|64
29585|86|Billet à|false|140|2|280
29585|84|Loge haute|true|2|20|40
29586|87|Billet à|false|9|201|213
29586|88|Billet à|false|210|1|210
29586|86|Billet à|false|65|2|130
29586|85|Billet à|false|19|4|76
29587|87|Billet à|false|14|201|21
29587|86|Billet à|false|72|2|144
29587|85|Billet à|false|65|4|260
29587|88|Billet à|false|229|1|229
29588|86|Billet à|false|24|2|48
29588|87|Billet à|false|2|201|3
29588|88|Billet à|false|90|1|90
29588|85|Billet à|false|5|4|20
29589|85|Billet à|false|68|4|272
29589|87|Billet à|false|9|201|213
29589|88|Billet à|false|117|1|117
29589|86|Billet à|false|33|2|66
29590|86|Billet à|false|78|2|156
29590|85|Billet à|false|79|4|316
29590|88|Billet à|false|235|1|235
29590|87|Billet à|false|15|201|222
29591|86|Billet à|false|36|2|72
29591|85|Billet à|false|14|4|56
29591|88|Billet à|false|145|1|145
29591|87|Billet à|false|4|201|6
29592|86|Billet à|false|23|2|46
29592|85|Billet à|false|10|4|40
29592|88|Billet à|false|107|1|107
29592|87|Billet à|false|11|201|216
29593|87|Billet à|false|11|201|216
29593|86|Billet à|false|45|2|90
29593|88|Billet à|false|163|1|163
29593|85|Billet à|false|63|4|252
29594|88|Billet à|false|167|1|167
29594|86|Billet à|false|43|2|86
29594|87|Billet à|false|5|201|207
29594|85|Billet à|false|5|4|20
29595|85|Billet à|false|83|4|332
29595|87|Billet à|false|16|201|24
29595|86|Billet à|false|249|2|498
29595|88|Billet à|false|485|1|485
29596|88|Billet à|false|187|1|187
29596|87|Billet à|false|16|201|24
29596|86|Billet à|false|72|2|144
29596|85|Billet à|false|58|4|232
29597|86|Billet à|false|28|2|56
29597|85|Billet à|false|31|4|124
29597|87|Billet à|false|2|201|3
29597|88|Billet à|false|120|1|120
29598|88|Billet à|false|594|1|594
29598|87|Billet à|false|19|201|228
29598|86|Billet à|false|294|2|588
29598|85|Billet à|false|241|4|964
29598|84|Loge haute|true|1|20|20
29599|88|Billet à|false|161|1|161
29599|87|Billet à|false|6|201|9
29599|86|Billet à|false|35|2|70
29599|85|Billet à|false|10|4|40
29600|87|Billet à|false|2|201|3
29600|88|Billet à|false|89|1|89
29600|86|Billet à|false|24|2|48
29600|85|Billet à|false|21|4|84
29601|87|Billet à|false|11|201|216
29601|85|Billet à|false|79|4|316
29601|86|Billet à|false|90|2|180
29601|88|Billet à|false|258|1|258
29602|87|Billet à|false|1|201|201
29602|88|Billet à|false|81|1|81
29602|83|Loge basse|true|1|32|32
29602|85|Billet à|false|15|4|60
29602|86|Billet à|false|20|2|40
29603|86|Billet à|false|120|2|240
29603|88|Billet à|false|313|1|313
29603|87|Billet à|false|14|201|21
29603|85|Billet à|false|84|4|336
29604|86|Billet à|false|15|2|30
29604|85|Billet à|false|15|4|60
29604|88|Billet à|false|116|1|116
29604|87|Billet à|false|4|201|6
29605|85|Billet à|false|164|6|984
29605|88|Billet à|false|403|1|403
29605|87|Billet à|false|66|2|132
29605|86|Billet à|false|143|3|429
29605|83|Loge basse|true|9|48|432
29606|87|Billet à|false|7|2|14
29606|86|Billet à|false|31|3|93
29606|85|Billet à|false|48|6|288
29606|84|Loge haute|true|1|30|30
29606|88|Billet à|false|221|1|221
29607|87|Billet à|false|9|201|213
29607|86|Billet à|false|28|2|56
29607|88|Billet à|false|83|1|83
29607|85|Billet à|false|26|4|104
29608|85|Billet à|false|73|6|438
29608|88|Billet à|false|344|1|344
29608|87|Billet à|false|11|2|22
29608|86|Billet à|false|61|3|183
29609|88|Billet à|false|248|1|248
29609|86|Billet à|false|81|2|162
29609|87|Billet à|false|6|201|9
29609|85|Billet à|false|22|4|88
29610|85|Billet à|false|42|4|168
29610|87|Billet à|false|16|201|24
29610|88|Billet à|false|142|1|142
29610|86|Billet à|false|45|2|90
29611|86|Billet à|false|74|2|148
29611|88|Billet à|false|167|1|167
29611|85|Billet à|false|106|4|424
29611|87|Billet à|false|11|201|216
29612|83|Loge basse|true|1|32|32
29612|85|Billet à|false|31|4|124
29612|86|Billet à|false|35|2|70
29612|87|Billet à|false|3|201|204
29612|88|Billet à|false|155|1|155
29613|88|Billet à|false|174|1|174
29613|85|Billet à|false|25|4|100
29613|86|Billet à|false|23|2|46
29613|87|Billet à|false|9|201|213
29614|88|Billet à|false|200|1|200
29614|85|Billet à|false|28|4|112
29614|86|Billet à|false|54|2|108
29614|87|Billet à|false|8|201|12
29615|87|Billet à|false|7|201|210
29615|85|Billet à|false|20|4|80
29615|86|Billet à|false|26|2|52
29615|88|Billet à|false|100|1|100
29616|88|Billet à|false|261|1|261
29616|87|Billet à|false|13|201|219
29616|86|Billet à|false|70|2|140
29616|85|Billet à|false|74|4|296
29617|88|Billet à|false|215|1|215
29617|87|Billet à|false|8|201|12
29617|86|Billet à|false|54|2|108
29617|85|Billet à|false|33|4|132
29618|85|Billet à|false|52|4|208
29618|86|Billet à|false|76|2|152
29618|87|Billet à|false|4|201|6
29618|88|Billet à|false|204|1|204
29619|85|Billet à|false|23|4|92
29619|87|Billet à|false|12|201|18
29619|86|Billet à|false|46|2|92
29619|88|Billet à|false|166|1|166
29620|85|Billet à|false|15|4|60
29620|86|Billet à|false|21|2|42
29620|87|Billet à|false|3|201|204
29620|88|Billet à|false|61|1|61
29621|87|Billet à|false|5|201|207
29621|88|Billet à|false|304|1|304
29621|85|Billet à|false|72|4|288
29621|86|Billet à|false|89|2|178
29622|85|Billet à|false|10|4|40
29622|88|Billet à|false|79|1|79
29622|87|Billet à|false|2|201|3
29622|86|Billet à|false|5|2|10
29623|87|Billet à|false|7|201|210
29623|85|Billet à|false|78|4|312
29623|86|Billet à|false|80|2|160
29623|88|Billet à|false|274|1|274
29624|88|Billet à|false|154|1|154
29624|85|Billet à|false|27|4|108
29624|86|Billet à|false|53|2|106
29624|87|Billet à|false|1|201|201
29625|87|Billet à|false|5|201|207
29625|88|Billet à|false|113|1|113
29625|85|Billet à|false|28|4|112
29625|86|Billet à|false|24|2|48
29626|87|Billet à|false|11|201|216
29626|85|Billet à|false|44|4|176
29626|86|Billet à|false|46|2|92
29626|88|Billet à|false|206|1|206
29627|83|Loge basse|true|1|32|32
29627|87|Billet à|false|10|201|15
29627|88|Billet à|false|64|1|64
29627|86|Billet à|false|12|2|24
29627|85|Billet à|false|16|4|64
29628|86|Billet à|false|83|2|166
29628|87|Billet à|false|9|201|213
29628|85|Billet à|false|52|4|208
29628|88|Billet à|false|267|1|267
29629|85|Billet à|false|25|4|100
29629|88|Billet à|false|170|1|170
29629|87|Billet à|false|12|201|18
29629|86|Billet à|false|62|2|124
29630|85|Billet à|false|19|4|76
29630|86|Billet à|false|34|2|68
29630|87|Billet à|false|10|201|15
29630|88|Billet à|false|95|1|95
29631|85|Billet à|false|24|4|96
29631|86|Billet à|false|19|2|38
29631|87|Billet à|false|8|201|12
29631|88|Billet à|false|96|1|96
29632|88|Billet à|false|98|1|98
29632|86|Billet à|false|6|2|12
29632|85|Billet à|false|3|4|12
29632|87|Billet à|false|3|201|204
29633|88|Billet à|false|366|1|366
29633|87|Billet à|false|10|201|15
29633|86|Billet à|false|86|2|172
29633|85|Billet à|false|77|4|308
29634|88|Billet à|false|231|1|231
29634|85|Billet à|false|26|4|104
29634|86|Billet à|false|60|2|120
29634|87|Billet à|false|10|201|15
29635|85|Billet à|false|9|4|36
29635|86|Billet à|false|29|2|58
29635|88|Billet à|false|72|1|72
29635|87|Billet à|false|5|201|207
29636|87|Billet à|false|8|201|12
29636|83|Loge basse|true|1|32|32
29636|85|Billet à|false|61|4|244
29636|86|Billet à|false|72|2|144
29636|88|Billet à|false|236|1|236
29637|88|Billet à|false|182|1|182
29637|83|Loge basse|true|1|32|32
29637|85|Billet à|false|94|4|376
29637|86|Billet à|false|38|2|76
29637|87|Billet à|false|9|201|213
29638|86|Billet à|false|135|2|270
29638|85|Billet à|false|58|4|232
29638|87|Billet à|false|7|201|210
29638|88|Billet à|false|273|1|273
29639|88|Billet à|false|65|1|65
29639|87|Billet à|false|4|201|6
29639|86|Billet à|false|21|2|42
29639|85|Billet à|false|1|4|4
29640|85|Billet à|false|25|4|100
29640|87|Billet à|false|10|201|15
29640|88|Billet à|false|89|1|89
29640|86|Billet à|false|27|2|54
29641|87|Billet à|false|6|201|9
29641|86|Billet à|false|50|2|100
29641|85|Billet à|false|66|4|264
29641|88|Billet à|false|181|1|181
29642|87|Billet à|false|49|2|98
29642|86|Billet à|false|116|3|348
29642|85|Billet à|false|147|6|882
29642|84|Loge haute|true|1|30|30
29642|83|Loge basse|true|9|48|432
29642|88|Billet à|false|352|1|352
29643|83|Loge basse|true|2|48|96
29643|85|Billet à|false|71|6|426
29643|86|Billet à|false|77|3|231
29643|87|Billet à|false|18|2|36
29643|88|Billet à|false|327|1|327
29644|85|Billet à|false|5|4|20
29644|87|Billet à|false|3|201|204
29644|88|Billet à|false|85|1|85
29644|86|Billet à|false|18|2|36
29645|88|Billet à|false|91|1|91
29645|85|Billet à|false|12|4|48
29645|86|Billet à|false|22|2|44
29645|87|Billet à|false|15|201|222
29646|87|Billet à|false|28|2|56
29646|88|Billet à|false|405|1|405
29646|86|Billet à|false|73|3|219
29646|85|Billet à|false|87|6|522
29647|85|Billet à|false|20|4|80
29647|88|Billet à|false|91|1|91
29647|87|Billet à|false|5|201|207
29647|86|Billet à|false|15|2|30
29648|87|Billet à|false|22|2|44
29648|88|Billet à|false|373|1|373
29648|85|Billet à|false|56|6|336
29648|83|Loge basse|true|3|48|144
29648|86|Billet à|false|89|3|267
29649|88|Billet à|false|388|1|388
29649|85|Billet à|false|62|6|372
29649|86|Billet à|false|50|3|150
29649|87|Billet à|false|14|2|28
29650|87|Billet à|false|8|2|16
29650|85|Billet à|false|53|6|318
29650|88|Billet à|false|304|1|304
29650|86|Billet à|false|51|3|153
29651|85|Billet à|false|59|4|236
29651|88|Billet à|false|309|1|309
29651|87|Billet à|false|25|201|237
29651|86|Billet à|false|106|2|212
29652|87|Billet à|false|8|2|16
29652|86|Billet à|false|45|3|135
29652|88|Billet à|false|337|1|337
29652|85|Billet à|false|21|6|126
29653|85|Billet à|false|7|4|28
29653|87|Billet à|false|9|201|213
29653|86|Billet à|false|18|2|36
29653|88|Billet à|false|55|1|55
29654|85|Billet à|false|8|4|32
29654|86|Billet à|false|6|2|12
29654|88|Billet à|false|92|1|92
29654|87|Billet à|false|5|201|207
29655|85|Billet à|false|150|4|600
29655|83|Loge basse|true|5|32|160
29655|84|Loge haute|true|3|20|60
29655|87|Billet à|false|9|201|213
29655|88|Billet à|false|407|1|407
29655|86|Billet à|false|168|2|336
29656|85|Billet à|false|168|4|672
29656|87|Billet à|false|25|201|237
29656|86|Billet à|false|246|2|492
29656|88|Billet à|false|403|1|403
29656|84|Loge haute|true|1|20|20
29657|86|Billet à|false|247|2|494
29657|87|Billet à|false|13|201|219
29657|88|Billet à|false|416|1|416
29657|85|Billet à|false|128|4|512
29658|85|Billet à|false|68|4|272
29658|86|Billet à|false|62|2|124
29658|87|Billet à|false|22|201|33
29658|88|Billet à|false|257|1|257
29659|85|Billet à|false|47|4|188
29659|87|Billet à|false|7|201|210
29659|86|Billet à|false|57|2|114
29659|88|Billet à|false|199|1|199
29660|88|Billet à|false|499|1|499
29660|85|Billet à|false|230|4|920
29660|86|Billet à|false|180|2|360
29660|87|Billet à|false|28|201|42
29660|83|Loge basse|true|2|32|64
29661|88|Billet à|false|260|1|260
29661|87|Billet à|false|2|201|3
29661|86|Billet à|false|71|2|142
29661|85|Billet à|false|24|4|96
29662|83|Loge basse|true|1|32|32
29662|88|Billet à|false|213|1|213
29662|87|Billet à|false|8|201|12
29662|86|Billet à|false|64|2|128
29662|85|Billet à|false|61|4|244
29663|88|Billet à|false|213|1|213
29663|85|Billet à|false|38|4|152
29663|86|Billet à|false|49|2|98
29663|87|Billet à|false|8|201|12
29664|86|Billet à|false|51|2|102
29664|87|Billet à|false|9|201|213
29664|85|Billet à|false|65|4|260
29664|88|Billet à|false|257|1|257
29665|86|Billet à|false|115|2|230
29665|85|Billet à|false|95|4|380
29665|87|Billet à|false|14|201|21
29665|88|Billet à|false|373|1|373
29666|87|Billet à|false|9|201|213
29666|88|Billet à|false|217|1|217
29666|86|Billet à|false|87|2|174
29666|85|Billet à|false|24|4|96
29667|86|Billet à|false|61|2|122
29667|87|Billet à|false|10|201|15
29667|88|Billet à|false|178|1|178
29667|85|Billet à|false|47|4|188
29668|85|Billet à|false|62|4|248
29668|88|Billet à|false|287|1|287
29668|86|Billet à|false|119|2|238
29668|87|Billet à|false|14|201|21
29669|86|Billet à|false|151|2|302
29669|88|Billet à|false|460|1|460
29669|87|Billet à|false|21|201|231
29669|85|Billet à|false|118|4|472
29670|85|Billet à|false|23|4|92
29670|88|Billet à|false|387|1|387
29670|87|Billet à|false|11|201|216
29670|86|Billet à|false|79|2|158
29671|85|Billet à|false|88|4|352
29671|86|Billet à|false|149|2|298
29671|87|Billet à|false|16|201|24
29671|88|Billet à|false|396|1|396
29672|85|Billet à|false|58|4|232
29672|88|Billet à|false|171|1|171
29672|87|Billet à|false|11|201|216
29672|86|Billet à|false|70|2|140
29673|88|Billet à|false|115|1|115
29673|87|Billet à|false|6|201|9
29673|86|Billet à|false|21|2|42
29673|85|Billet à|false|20|4|80
29674|85|Billet à|false|316|4|1264
29674|88|Billet à|false|501|1|501
29674|87|Billet à|false|36|201|54
29674|86|Billet à|false|166|2|332
29674|83|Loge basse|true|2|32|64
29675|87|Billet à|false|17|201|225
29675|86|Billet à|false|117|2|234
29675|85|Billet à|false|38|4|152
29675|88|Billet à|false|459|1|459
29676|87|Billet à|false|23|201|234
29676|88|Billet à|false|460|1|460
29676|84|Loge haute|true|1|20|20
29676|85|Billet à|false|118|4|472
29676|86|Billet à|false|142|2|284
29677|85|Billet à|false|31|4|124
29677|88|Billet à|false|174|1|174
29677|87|Billet à|false|12|201|18
29677|86|Billet à|false|66|2|132
29678|83|Loge basse|true|2|32|64
29678|85|Billet à|false|388|4|1552
29678|86|Billet à|false|170|2|340
29678|87|Billet à|false|53|201|279
29678|88|Billet à|false|513|1|513
29679|88|Billet à|false|324|1|324
29679|87|Billet à|false|16|201|24
29679|86|Billet à|false|71|2|142
29679|85|Billet à|false|13|4|52
29680|88|Billet à|false|563|1|563
29680|83|Loge basse|true|1|32|32
29680|87|Billet à|false|43|201|264
29680|85|Billet à|false|280|4|1120
29680|86|Billet à|false|255|2|510
29681|85|Billet à|false|140|4|560
29681|83|Loge basse|true|2|32|64
29681|88|Billet à|false|462|1|462
29681|87|Billet à|false|40|201|60
29681|86|Billet à|false|154|2|308
